w1,w2,w3
0.37196,0.088951,0.16392
0.34626,0.073343,0.14564
0.34936,0.075362,0.14795
0.33146,0.061482,0.133
0.33369,0.066876,0.13756
0.35535,0.079503,0.15258
0.36376,0.085301,0.15907
0.32684,0.056638,0.12822
0.38697,0.10133,0.177
0.38572,0.10005,0.17572
0.28916,0.047168,0.11127
0.33443,0.067349,0.1381
0.37293,0.091606,0.16613
0.38629,0.10134,0.17683
0.33034,0.067029,0.13678
0.34746,0.068779,0.1426
0.35202,0.072372,0.14645
0.33233,0.062696,0.13412
0.39697,0.11205,0.18752
0.34723,0.073387,0.14593
0.32056,0.060769,0.12959
0.34488,0.071355,0.14381
0.34961,0.075411,0.14805
0.36639,0.085894,0.1602
0.35489,0.077052,0.15065
0.38469,0.10398,0.17834
0.32946,0.063454,0.13392
0.38828,0.1048,0.17989
0.37105,0.086301,0.16173
0.39786,0.11275,0.18828
0.42387,0.13578,0.2121
0.37091,0.092567,0.1663
0.32311,0.052699,0.12433
0.40126,0.11703,0.19232
0.36927,0.089571,0.16367
0.32066,0.060503,0.12942
0.39272,0.10587,0.18186
0.35088,0.074606,0.14779
0.3527,0.079283,0.15171
0.32799,0.067649,0.13662
0.40477,0.11777,0.1938
0.38177,0.097327,0.17268
0.35489,0.075447,0.14947
0.40747,0.12057,0.19657
0.37975,0.096631,0.17163
0.38732,0.10429,0.17927
0.41659,0.12836,0.20471
0.36386,0.084069,0.15819
0.35263,0.076073,0.14934
0.33043,0.060444,0.13197
0.34855,0.074771,0.1473
0.39164,0.10911,0.18395
0.34855,0.069155,0.14317
0.3912,0.10695,0.18225
0.31387,0.04907,0.11922
0.34077,0.069189,0.14113
0.37901,0.095511,0.17061
0.41605,0.12855,0.20471
0.39054,0.10626,0.18157
0.38289,0.097106,0.17281
0.40166,0.11473,0.19074
0.34132,0.066649,0.13941
0.34688,0.068308,0.1421
0.41051,0.12188,0.19834
0.40054,0.11518,0.19077
0.34787,0.078889,0.15014
0.35997,0.078616,0.15315
0.38763,0.10461,0.17958
0.3911,0.1056,0.18123
0.35902,0.078138,0.15255
0.36482,0.084992,0.15912
0.42407,0.13676,0.21287
0.33388,0.060856,0.13318
0.38421,0.098945,0.17451
0.34192,0.073531,0.14463
0.35081,0.074851,0.14795
0.38151,0.10104,0.17534
0.38275,0.10267,0.17686
0.42453,0.13644,0.21276
0.34092,0.063949,0.13732
0.37921,0.095811,0.17089
0.41315,0.12557,0.20175
0.38446,0.10063,0.17582
0.37065,0.08733,0.16238
0.40655,0.11834,0.19469
0.36455,0.084414,0.15862
0.40381,0.11888,0.19436
0.39621,0.11231,0.18752
0.41491,0.12721,0.20343
0.41557,0.12693,0.20339
0.38161,0.098416,0.17344
0.38204,0.09382,0.17017
0.39302,0.10904,0.18427
0.37591,0.094635,0.16915
0.38709,0.10283,0.17813
0.36836,0.086035,0.16083
0.40458,0.11985,0.19528
0.38359,0.096038,0.17221
0.37491,0.092389,0.16723
0.37721,0.097173,0.17136
0.37893,0.096811,0.17155
0.36106,0.08191,0.15586
0.40064,0.11388,0.18984
0.36043,0.082706,0.15628
0.39588,0.10896,0.18496
0.39575,0.11052,0.18608
0.2899,0.040622,0.10666
0.42222,0.13387,0.21025
0.34577,0.069763,0.14288
0.39022,0.10837,0.18303
0.41076,0.12253,0.19888
0.39712,0.11409,0.18907
0.34844,0.074623,0.14716
0.37682,0.095228,0.16982
0.40018,0.11233,0.18858
0.41975,0.13122,0.20766
0.36319,0.087967,0.16088
0.39421,0.10902,0.18457
0.37365,0.089762,0.16497
0.41486,0.12764,0.20372
0.41437,0.12754,0.20352
0.41356,0.12741,0.20321
0.40884,0.12272,0.19851
0.33735,0.06417,0.13654
0.39493,0.11012,0.18557
0.36507,0.08327,0.15792
0.37056,0.090997,0.16506
0.36477,0.080363,0.15571
0.32645,0.061934,0.13201
0.39004,0.10386,0.17967
0.39577,0.10881,0.18483
0.38007,0.099256,0.17365
0.36135,0.080484,0.15489
0.38608,0.10104,0.17655
0.40441,0.11894,0.19456
0.40726,0.11938,0.19564
0.40765,0.12133,0.19718
0.3645,0.084428,0.15862
0.39034,0.10451,0.18023
0.37612,0.09545,0.1698
0.40217,0.1146,0.19077
0.37539,0.091622,0.16679
0.41163,0.12381,0.20006
0.35262,0.072531,0.14673
0.39256,0.10943,0.18443
0.41588,0.1294,0.20529
0.40901,0.12219,0.19817
0.3807,0.096355,0.17168
0.40364,0.11656,0.19261
0.39235,0.10654,0.18226
0.37768,0.094761,0.16971
0.39992,0.11464,0.19021
0.35161,0.079779,0.15179
0.35975,0.080033,0.15413
0.34224,0.070091,0.14218
0.4006,0.11612,0.19148
0.38776,0.10327,0.17864
0.36278,0.085456,0.15892
0.39093,0.10428,0.18021
0.39176,0.10707,0.18248
0.40981,0.12216,0.19836
0.39969,0.1142,0.18983
0.40467,0.11855,0.19435
0.38155,0.096429,0.17196
0.40114,0.11637,0.19181
0.42004,0.1335,0.20941
0.38341,0.097622,0.17333
0.35384,0.073295,0.14761
0.38993,0.10388,0.17966
0.40455,0.11853,0.1943
0.3475,0.071019,0.14426
0.39286,0.10947,0.18454
0.38783,0.10168,0.17748
0.37755,0.093736,0.16892
0.3552,0.079801,0.15276
0.40685,0.1194,0.19555
0.35541,0.081156,0.15381
0.36405,0.086469,0.16
0.40489,0.11759,0.1937
0.38242,0.096858,0.17251
0.38958,0.10491,0.18032
0.41401,0.12819,0.20391
0.40751,0.12289,0.19829
0.36881,0.09089,0.16451
0.35748,0.080511,0.15388
0.40104,0.11387,0.18995
0.38803,0.10183,0.17765
0.41543,0.12769,0.20391
0.3867,0.10325,0.17834
0.36787,0.089957,0.16358
0.3897,0.10329,0.17916
0.39184,0.10514,0.18109
0.32726,0.057762,0.12915
0.40135,0.11318,0.18952
0.4167,0.12935,0.20547
0.40018,0.1133,0.1893
0.3818,0.099276,0.17412
0.40702,0.12014,0.19613
0.38014,0.097484,0.17236
0.36381,0.080131,0.15528
0.38984,0.10605,0.18123
0.38257,0.10213,0.17642
0.40589,0.11935,0.19525
0.36391,0.082379,0.15696
0.41551,0.12904,0.20493
0.40091,0.11345,0.1896
0.38534,0.099378,0.17513
0.40023,0.11337,0.18936
0.41243,0.12639,0.20217
0.33935,0.066942,0.1391
0.3765,0.095429,0.16989
0.35406,0.078165,0.15125
0.37505,0.089871,0.16542
0.39794,0.11146,0.18735
0.38008,0.09551,0.17089
0.39402,0.10921,0.18466
0.36202,0.082134,0.15628
0.35456,0.078554,0.15167
0.40009,0.11599,0.19125
0.39984,0.11192,0.18819
0.39051,0.10486,0.18053
0.3888,0.10309,0.17878
0.39886,0.11281,0.18859
0.42143,0.13414,0.21024
0.39473,0.10806,0.184
0.31081,0.049262,0.11855
0.41538,0.12815,0.20423
0.40404,0.11901,0.19451
0.34647,0.074595,0.14662
0.40513,0.11749,0.19368
0.43161,0.14335,0.21971
0.42346,0.13537,0.21169
0.41922,0.13245,0.20841
0.41107,0.12353,0.1997
0.37824,0.09941,0.17327
0.39029,0.10665,0.18179
0.3419,0.069693,0.1418
0.44712,0.15828,0.2348
0.36372,0.079633,0.15489
0.42871,0.14078,0.21706
0.40369,0.11929,0.19463
0.39566,0.10968,0.18544
0.40763,0.12002,0.19621
0.40686,0.11897,0.19523
0.39187,0.10677,0.18229
0.388,0.10108,0.17709
0.42034,0.13174,0.20819
0.39692,0.10901,0.18528
0.39438,0.10829,0.18408
0.34957,0.07322,0.14643
0.40642,0.1206,0.19631
0.40776,0.12277,0.19827
0.41096,0.12254,0.19895
0.41421,0.1266,0.20279
0.42958,0.14056,0.21713
0.42949,0.14239,0.21844
0.33601,0.060073,0.13317
0.42038,0.13305,0.20917
0.44982,0.16081,0.23737
0.37315,0.088878,0.16418
0.37886,0.09271,0.16851
0.37634,0.095426,0.16984
0.35075,0.078919,0.15093
0.38798,0.10118,0.17716
0.41169,0.12434,0.20046
0.35708,0.07544,0.15005
0.39958,0.11256,0.1886
0.41359,0.12583,0.20206
0.39252,0.10619,0.18204
0.38607,0.10118,0.17665
0.41708,0.12872,0.20511
0.366,0.082279,0.15744
0.41618,0.12871,0.20486
0.40433,0.11826,0.19404
0.37505,0.092978,0.1677
0.3377,0.06061,0.13401
0.39423,0.1084,0.18412
0.38013,0.095529,0.17092
0.39863,0.11327,0.18887
0.40205,0.11705,0.19254
0.39155,0.10703,0.1824
0.40301,0.11593,0.19198
0.34573,0.065916,0.14004
0.38556,0.10019,0.17578
0.40637,0.12208,0.19739
0.40915,0.1231,0.19888
0.33249,0.061788,0.1335
0.43563,0.14717,0.22358
0.41007,0.12295,0.19901
0.33676,0.061749,0.1346
0.38224,0.10022,0.17493
0.40226,0.117,0.19257
0.37279,0.088135,0.16354
0.38352,0.10197,0.17655
0.38614,0.10181,0.17713
0.39061,0.1064,0.18169
0.39892,0.11179,0.18785
0.37933,0.096272,0.17126
0.34506,0.059863,0.13541
0.37364,0.088439,0.16399
0.38304,0.095982,0.17202
0.4041,0.11842,0.1941
0.32442,0.052779,0.12474
0.39527,0.11051,0.18594
0.40682,0.1206,0.19642
0.39421,0.10812,0.1839
0.3662,0.090318,0.1634
0.39034,0.10417,0.17998
0.35645,0.081773,0.15454
0.38374,0.10136,0.17617
0.40039,0.11472,0.1904
0.39772,0.11248,0.18804
0.39482,0.11038,0.18573
0.36367,0.083543,0.15775
0.41008,0.12244,0.19864
0.33735,0.061863,0.13484
0.3966,0.11033,0.18616
0.39566,0.10934,0.18519
0.39214,0.10552,0.18145
0.41714,0.12911,0.20541
0.37281,0.092576,0.16681
0.38514,0.099496,0.17517
0.42438,0.13687,0.21303
0.38791,0.10397,0.17919
0.35846,0.079595,0.15347
0.38171,0.095169,0.17108
0.42129,0.13262,0.20909
0.3939,0.10639,0.18255
0.37965,0.096696,0.17165
0.41995,0.13373,0.20955
0.41574,0.12896,0.20493
0.38878,0.10646,0.18125
0.36288,0.08479,0.15846
0.34264,0.070326,0.14247
0.42674,0.1381,0.21456
0.41572,0.12825,0.2044
0.42317,0.13612,0.21216
0.35469,0.080154,0.15288
0.39692,0.10979,0.18585
0.38518,0.10586,0.17985
0.36295,0.086904,0.16003
0.37146,0.085923,0.16156
0.41391,0.12607,0.20232
0.39676,0.10944,0.18555
0.35737,0.081932,0.1549
0.38257,0.1013,0.17581
0.27882,0.041563,0.10441
0.36257,0.078731,0.15392
0.38652,0.10468,0.17934
0.42591,0.13743,0.21385
0.42146,0.13304,0.20945
0.38628,0.098913,0.17504
0.35801,0.086174,0.15818
0.42114,0.13261,0.20905
0.40124,0.11484,0.19071
0.36032,0.07806,0.15283
0.40468,0.1182,0.19409
0.40466,0.11701,0.19321
0.42579,0.13703,0.21352
0.33178,0.056713,0.12958
0.42126,0.13348,0.20971
0.38412,0.10077,0.17583
0.39379,0.10799,0.1837
0.39503,0.11064,0.18597
0.3939,0.11006,0.18525
0.38981,0.10555,0.18085
0.40931,0.12259,0.19855
0.38052,0.094805,0.17049
0.35115,0.074876,0.14806
0.37726,0.090271,0.1663
0.39259,0.10786,0.18328
0.35954,0.072996,0.1489
0.40001,0.11288,0.18894
0.35562,0.080644,0.15349
0.36347,0.07809,0.15369
0.40266,0.1172,0.19282
0.44015,0.15182,0.2282
0.37995,0.092448,0.16861
0.37326,0.086721,0.16263
0.35733,0.075045,0.14983
0.3515,0.065568,0.14131
0.37505,0.094082,0.16851
0.39833,0.11363,0.18905
0.39739,0.11268,0.1881
0.37795,0.095765,0.17052
0.35702,0.075129,0.1498
0.38682,0.10509,0.17972
0.32199,0.054302,0.12521
0.4011,0.11355,0.18972
0.39807,0.11321,0.18867
0.39204,0.10429,0.18051
0.37057,0.087276,0.16232
0.362,0.077709,0.15302
0.42716,0.13999,0.21606
0.36413,0.079112,0.15462
0.39604,0.11239,0.18753
0.38572,0.098133,0.17432
0.4022,0.11522,0.19124
0.4083,0.12051,0.19675
0.39749,0.11347,0.18871
0.37843,0.091938,0.16783
0.42243,0.13488,0.21105
0.43909,0.15117,0.22744
0.38042,0.099673,0.17405
0.42917,0.1403,0.21682
0.38842,0.10174,0.17768
0.42037,0.13221,0.20855
0.40892,0.1217,0.19779
0.38809,0.10111,0.17714
0.37686,0.090281,0.1662
0.39943,0.11404,0.18964
0.38474,0.097606,0.17367
0.40586,0.11751,0.1939
0.42075,0.13207,0.20854
0.40652,0.12013,0.196
0.37617,0.090966,0.16652
0.40921,0.12179,0.19793
0.40586,0.12063,0.19619
0.41294,0.12662,0.20246
0.40172,0.11619,0.19183
0.39604,0.11191,0.18718
0.44499,0.15606,0.2326
0.39208,0.10448,0.18067
0.39437,0.11059,0.18577
0.42367,0.13516,0.21159
0.43234,0.14472,0.22091
0.39439,0.1122,0.18696
0.3697,0.084123,0.15977
0.36802,0.088659,0.16266
0.41992,0.13153,0.20793
0.44188,0.15296,0.22949
0.38467,0.10291,0.17755
0.37919,0.094938,0.17024
0.36568,0.088186,0.1617
0.42638,0.13844,0.21472
0.34756,0.063565,0.1388
0.4024,0.11546,0.19147
0.4118,0.12389,0.20016
0.37572,0.089632,0.16542
0.3816,0.094219,0.17035
0.42963,0.14113,0.21756
0.37106,0.085635,0.16125
0.45188,0.16285,0.23941
0.41069,0.12453,0.20034
0.41003,0.12364,0.19951
0.37073,0.082746,0.15904
0.41653,0.12903,0.20519
0.42661,0.1386,0.2149
0.37584,0.09017,0.16585
0.40753,0.11954,0.19583
0.43288,0.14449,0.22089
0.43658,0.1479,0.22437
0.42062,0.13289,0.20911
0.44532,0.15642,0.23295
0.4167,0.12821,0.20463
0.3978,0.11245,0.18804
0.40251,0.11791,0.1933
0.40368,0.1158,0.19206
0.27324,0.038775,0.10089
0.41337,0.12591,0.20206
0.40854,0.12065,0.19692
0.22775,0.028995,0.081963
0.2282,0.029537,0.082482
0.23727,0.031955,0.086672
0.23736,0.032562,0.087141
0.25378,0.038548,0.095909
0.22165,0.026906,0.078806
0.22755,0.030071,0.0827
0.23806,0.032671,0.087407
0.24554,0.037278,0.09278
0.24739,0.036621,0.092791
0.23229,0.03008,0.083971
0.27256,0.049183,0.10871
0.23113,0.029222,0.083031
0.2412,0.031942,0.087709
0.26072,0.042267,0.10049
0.22981,0.030978,0.083968
0.28892,0.052705,0.11566
0.27055,0.047074,0.10663
0.27575,0.04615,0.10734
0.26759,0.042908,0.10279
0.26035,0.041307,0.099684
0.25802,0.040055,0.098145
0.26558,0.039132,0.09948
0.26593,0.040697,0.10072
0.26274,0.044583,0.10272
0.2479,0.028597,0.087043
0.26998,0.043149,0.1036
0.27223,0.0432,0.10424
0.25286,0.036003,0.093798
0.26201,0.039426,0.098746
0.26519,0.045055,0.10372
0.24878,0.034795,0.091823
0.27086,0.046308,0.10615
0.26683,0.040341,0.1007
0.27135,0.046098,0.10613
0.28374,0.048769,0.11139
0.28359,0.049438,0.11184
0.31845,0.070596,0.13665
0.27206,0.043331,0.10429
0.27221,0.047751,0.10757
0.29416,0.054618,0.11846
0.30637,0.058773,0.12476
0.25767,0.036854,0.095703
0.26766,0.045664,0.10483
0.28985,0.051176,0.11478
0.28101,0.046439,0.10895
0.29608,0.052995,0.11778
0.30701,0.06136,0.12683
0.3187,0.072287,0.13796
0.29665,0.059998,0.12307
0.28981,0.052524,0.11576
0.31316,0.065862,0.13177
0.31451,0.067378,0.13324
0.28889,0.057105,0.11888
0.27626,0.044589,0.10633
0.25462,0.035734,0.094068
0.2882,0.054083,0.11648
0.2837,0.048937,0.1115
0.29724,0.062684,0.12519
0.27271,0.043327,0.10446
0.30075,0.059065,0.12348
0.31544,0.066327,0.13272
0.29356,0.056583,0.11974
0.26495,0.04041,0.10025
0.27789,0.050111,0.11081
0.28266,0.049773,0.11184
0.30859,0.062723,0.12825
0.29321,0.051234,0.11572
0.27891,0.046807,0.10866
0.29641,0.055414,0.11964
0.3085,0.064519,0.12954
0.30639,0.060344,0.12592
0.31999,0.069841,0.13651
0.2992,0.058882,0.12293
0.28953,0.05334,0.11628
0.31273,0.068032,0.13324
0.29252,0.052023,0.11612
0.30282,0.054584,0.12074
0.28745,0.053596,0.11592
0.33188,0.080608,0.14757
0.29823,0.05748,0.12164
0.31717,0.070088,0.13594
0.30591,0.059668,0.12529
0.3301,0.078008,0.14519
0.28272,0.052771,0.11405
0.28356,0.048977,0.1115
0.33837,0.081644,0.15006
0.29209,0.050701,0.11503
0.28953,0.054956,0.11747
0.32012,0.067475,0.13481
0.33205,0.079329,0.14668
0.33728,0.083551,0.15117
0.33786,0.082529,0.15058
0.31602,0.06303,0.13045
0.29758,0.055774,0.12022
0.2876,0.051382,0.11433
0.30209,0.059219,0.12395
0.33292,0.074292,0.14322
0.30123,0.060827,0.1249
0.29312,0.050568,0.11521
0.2915,0.044115,0.11005
0.32442,0.071002,0.13854
0.28871,0.050539,0.11401
0.29449,0.051836,0.1165
0.32396,0.070513,0.13806
0.36095,0.10049,0.1699
0.31399,0.064931,0.13131
0.32423,0.073372,0.14023
0.31666,0.068565,0.13468
0.3057,0.063011,0.12769
0.31098,0.06519,0.13069
0.30175,0.057533,0.12262
0.34504,0.08549,0.15466
0.31504,0.068085,0.1339
0.30691,0.058048,0.12437
0.30634,0.059211,0.12507
0.3309,0.07614,0.14404
0.30796,0.060048,0.12612
0.33124,0.081151,0.1478
0.32835,0.075034,0.14254
0.31646,0.069756,0.1355
0.32119,0.068646,0.13595
0.31862,0.067698,0.13457
0.33619,0.084016,0.15122
0.34155,0.083843,0.15252
0.28644,0.049235,0.11245
0.32043,0.072113,0.13829
0.35705,0.096704,0.16609
0.29315,0.053222,0.11716
0.38233,0.11541,0.18654
0.31883,0.070539,0.13671
0.35409,0.092455,0.16218
0.34448,0.084013,0.15343
0.34038,0.079479,0.14901
0.34985,0.087102,0.15713
0.30711,0.056217,0.12308
0.33012,0.073634,0.14199
0.35664,0.093414,0.16356
0.32202,0.069877,0.13707
0.39627,0.12805,0.19954
0.35609,0.09244,0.1627
0.31509,0.063457,0.13052
0.32233,0.069159,0.13663
0.32323,0.07119,0.13836
0.34111,0.079325,0.14909
0.31899,0.068206,0.13504
0.33857,0.082688,0.15088
0.34045,0.082579,0.1513
0.35949,0.099922,0.1691
0.31219,0.062492,0.12904
0.34501,0.084442,0.15388
0.35162,0.093046,0.16196
0.34339,0.083507,0.15277
0.37081,0.10718,0.17744
0.36187,0.098352,0.16858
0.34217,0.083435,0.15239
0.3394,0.079526,0.14878
0.35769,0.091687,0.16258
0.37765,0.11129,0.18228
0.33379,0.076576,0.14513
0.38955,0.12283,0.19391
0.35044,0.085364,0.15601
0.34872,0.085801,0.15587
0.33604,0.077428,0.14635
0.34105,0.081502,0.15067
0.31765,0.062591,0.13056
0.34167,0.083112,0.15202
0.35273,0.089318,0.15952
0.36607,0.099973,0.17089
0.34166,0.082839,0.15182
0.35153,0.091256,0.16062
0.37099,0.10783,0.17796
0.35415,0.091959,0.16183
0.36436,0.10184,0.1718
0.37209,0.10517,0.1763
0.37089,0.10705,0.17737
0.37821,0.11055,0.18188
0.37724,0.10904,0.18052
0.35614,0.091507,0.16203
0.36136,0.097555,0.16786
0.38052,0.11469,0.18553
0.38616,0.11929,0.19041
0.31934,0.067989,0.13497
0.33909,0.080749,0.1496
0.32562,0.076517,0.1429
0.34148,0.083283,0.15209
0.3366,0.076995,0.14618
0.34702,0.090025,0.15851
0.37248,0.10809,0.17856
0.38665,0.11943,0.19065
0.327,0.07533,0.1424
0.31484,0.055051,0.12429
0.31351,0.062449,0.12936
0.35857,0.097531,0.1671
0.33536,0.076321,0.14536
0.37449,0.10791,0.17895
0.36089,0.094714,0.16565
0.34405,0.084422,0.15361
0.32351,0.070681,0.13806
0.39394,0.12662,0.19786
0.35462,0.092444,0.16232
0.35021,0.090252,0.15953
0.3492,0.086978,0.15686
0.37402,0.10695,0.17812
0.34929,0.086534,0.15656
0.39385,0.12528,0.19685
0.31284,0.061504,0.12849
0.35786,0.09365,0.16406
0.36535,0.10172,0.17198
0.35876,0.094081,0.16462
0.37655,0.1101,0.18111
0.3528,0.092429,0.16182
0.38805,0.11964,0.19117
0.34091,0.081293,0.15048
0.37442,0.10723,0.17844
0.34588,0.085015,0.15454
0.4156,0.14563,0.21758
0.38185,0.11474,0.18592
0.3934,0.12551,0.1969
0.3677,0.1013,0.17229
0.37018,0.10408,0.175
0.31847,0.064606,0.13226
0.35055,0.091013,0.16018
0.38592,0.11888,0.19005
0.34706,0.089462,0.15811
0.37395,0.10809,0.17894
0.33441,0.076733,0.14541
0.35822,0.094591,0.16485
0.34437,0.079967,0.15043
0.36399,0.099106,0.1697
0.38187,0.11349,0.18501
0.36871,0.10287,0.17372
0.35259,0.088171,0.15864
0.33405,0.074883,0.14395
0.34551,0.08275,0.15278
0.34666,0.091021,0.15915
0.38697,0.11892,0.19035
0.38252,0.11509,0.18636
0.3795,0.11121,0.18271
0.33326,0.076041,0.14459
0.37861,0.11162,0.18278
0.34836,0.089509,0.15849
0.352,0.087191,0.15776
0.37933,0.11008,0.18184
0.38014,0.11306,0.18424
0.38636,0.12032,0.19122
0.37112,0.10534,0.17617
0.35766,0.096303,0.16596
0.37083,0.10427,0.17531
0.32091,0.064869,0.13311
0.36228,0.098307,0.16866
0.39894,0.12911,0.20102
0.40595,0.13697,0.20865
0.36206,0.096347,0.16716
0.4046,0.13457,0.20653
0.37052,0.10303,0.17431
0.37468,0.11059,0.18097
0.37909,0.11149,0.1828
0.37604,0.10671,0.17849
0.39254,0.12327,0.19503
0.34268,0.079498,0.14964
0.36822,0.10351,0.17406
0.34723,0.084061,0.1542
0.3445,0.083712,0.15321
0.37807,0.10901,0.18071
0.38925,0.12031,0.19198
0.35811,0.092538,0.16331
0.4024,0.13383,0.2054
0.37101,0.10385,0.17505
0.35909,0.093141,0.16402
0.35993,0.093245,0.16432
0.37785,0.11088,0.18203
0.40042,0.13145,0.20313
0.3707,0.10502,0.17582
0.38369,0.11673,0.18787
0.38247,0.11659,0.18745
0.35883,0.09679,0.16663
0.38849,0.11964,0.19129
0.36123,0.095443,0.16628
0.38262,0.11344,0.18518
0.34713,0.085277,0.15506
0.31442,0.06232,0.12951
0.36142,0.095661,0.16649
0.37247,0.10349,0.17517
0.38339,0.11554,0.18692
0.38796,0.1205,0.19178
0.36065,0.09581,0.16639
0.37892,0.11178,0.18297
0.35544,0.091092,0.16154
0.34108,0.082742,0.15159
0.38078,0.11532,0.18607
0.399,0.12988,0.2016
0.38802,0.11995,0.19139
0.37895,0.11014,0.18178
0.39634,0.12671,0.19857
0.36458,0.097546,0.16871
0.40106,0.13276,0.20426
0.35349,0.091181,0.16109
0.35364,0.087355,0.15832
0.36091,0.098095,0.16814
0.37682,0.10787,0.17954
0.3637,0.099467,0.16989
0.37953,0.11135,0.18282
0.39754,0.12837,0.20011
0.35981,0.09459,0.16527
0.39166,0.12209,0.19393
0.37659,0.10966,0.1808
0.36301,0.098525,0.16901
0.37755,0.10927,0.18077
0.39333,0.12291,0.19498
0.37426,0.10808,0.17902
0.35183,0.088454,0.15865
0.3847,0.1151,0.18695
0.36383,0.098414,0.16915
0.39053,0.12188,0.19348
0.36423,0.10072,0.17094
0.37762,0.10881,0.18045
0.38588,0.11687,0.18856
0.38624,0.11654,0.18842
0.37615,0.11081,0.18153
0.38048,0.11127,0.18302
0.39033,0.12198,0.19349
0.37104,0.10622,0.17679
0.35824,0.0954,0.16545
0.40683,0.13614,0.20828
0.41243,0.14227,0.21427
0.27557,0.048576,0.10907
0.39778,0.12987,0.20127
0.38898,0.12124,0.1926
0.40602,0.13612,0.20805
0.3539,0.093479,0.16288
0.40799,0.138,0.20995
0.35484,0.089788,0.16043
0.35374,0.090067,0.16034
0.38619,0.11788,0.18938
0.40686,0.13695,0.20888
0.41425,0.144,0.21602
0.36174,0.095311,0.16632
0.39801,0.12933,0.20093
0.38143,0.11432,0.18551
0.39486,0.1256,0.19736
0.3668,0.097323,0.16914
0.38167,0.11423,0.1855
0.36124,0.09627,0.16689
0.37648,0.1084,0.17985
0.37914,0.11303,0.18395
0.37337,0.10473,0.17633
0.34181,0.080987,0.1505
0.3981,0.12951,0.20109
0.3798,0.1116,0.18308
0.36513,0.10073,0.17119
0.37355,0.10591,0.17723
0.3974,0.12785,0.19969
0.40154,0.13202,0.20385
0.37869,0.11229,0.18329
0.3525,0.088196,0.15863
0.37721,0.10794,0.1797
0.36462,0.098031,0.16908
0.36644,0.09889,0.17019
0.37333,0.10569,0.17702
0.39523,0.12668,0.19825
0.32505,0.069413,0.13754
0.38683,0.11838,0.18993
0.36558,0.098768,0.16987
0.3992,0.12946,0.20135
0.39824,0.129,0.20076
0.40212,0.13191,0.20393
0.31617,0.070803,0.13619
0.40561,0.13594,0.20781
0.39103,0.12278,0.19427
0.40034,0.13003,0.20207
0.3961,0.12756,0.19913
0.35361,0.086859,0.15795
0.34789,0.081692,0.15263
0.40611,0.13651,0.20836
0.40838,0.13918,0.21093
0.38577,0.11694,0.18859
0.38648,0.11756,0.18923
0.4003,0.13005,0.20208
0.38363,0.11495,0.18655
0.36087,0.093635,0.16485
0.32174,0.069333,0.1366
0.38471,0.11585,0.1875
0.35628,0.091034,0.16172
0.36353,0.097749,0.16858
0.36942,0.10174,0.17308
0.37593,0.10697,0.17865
0.38462,0.11587,0.18749
0.41924,0.14865,0.22077
0.42368,0.15297,0.22511
0.40902,0.13872,0.21076
0.39213,0.12225,0.19417
0.39647,0.12688,0.19872
0.4204,0.15047,0.22241
0.39851,0.12801,0.2001
0.41041,0.14043,0.21238
0.39374,0.12358,0.19558
0.39723,0.12853,0.20014
0.3214,0.056716,0.12725
0.39619,0.12678,0.19858
0.40749,0.13761,0.20953
0.37859,0.11044,0.1819
0.36725,0.10189,0.17261
0.40035,0.13142,0.20309
0.41644,0.14564,0.21781
0.39546,0.1262,0.19796
0.40972,0.13986,0.21178
0.39488,0.12517,0.19705
0.41709,0.14702,0.219
0.37577,0.10893,0.18004
0.40189,0.13203,0.20395
0.39139,0.12334,0.19478
0.38187,0.11313,0.18475
0.38025,0.11154,0.18316
0.38287,0.11684,0.18774
0.38372,0.11451,0.18626
0.42312,0.15282,0.22486
0.41907,0.14896,0.22095
0.37728,0.1074,0.17932
0.37183,0.10294,0.1746
0.39251,0.12356,0.19523
0.38174,0.11419,0.18549
0.36523,0.096183,0.16789
0.36294,0.093888,0.16559
0.39842,0.12856,0.20048
0.40039,0.13147,0.20314
0.41069,0.14064,0.21261
0.35518,0.086361,0.158
0.39595,0.12635,0.1982
0.3778,0.11091,0.18204
0.41346,0.14453,0.2162
0.42462,0.15428,0.22632
0.34167,0.021633,0.085335
0.34738,0.030107,0.093259
0.3355,0.024429,0.086347
0.3679,0.034962,0.10123
0.33092,0.023104,0.084374
0.303,0.014251,0.071725
0.30935,0.018055,0.076036
0.32769,0.02274,0.083439
0.37625,0.033885,0.10203
0.32311,0.02325,0.082936
0.34398,0.022041,0.086121
0.33247,0.023119,0.084695
0.39624,0.042903,0.11323
0.37965,0.036511,0.10481
0.41001,0.053099,0.12414
0.36762,0.03216,0.098933
0.37186,0.035312,0.1023
0.35535,0.027268,0.09257
0.321,0.019971,0.07989
0.3205,0.020309,0.08006
0.33468,0.021399,0.083757
0.33177,0.024654,0.085784
0.32104,0.020085,0.079988
0.31594,0.018312,0.077554
0.31797,0.018028,0.077729
0.24082,0.0095937,0.055617
0.28188,0.015706,0.068686
0.37359,0.03856,0.10525
0.36514,0.033353,0.099394
0.35257,0.032393,0.096122
0.30669,0.01873,0.076048
0.36389,0.031753,0.097863
0.33063,0.022972,0.08421
0.24528,0.010383,0.057138
0.39285,0.040377,0.11054
0.3465,0.022347,0.086869
0.28221,0.015212,0.068356
0.31748,0.021122,0.080111
0.27293,0.012472,0.064315
0.26899,0.01201,0.063161
0.29206,0.016897,0.071668
